# Processed galaxy data ready for 3D visualization
# Columns: x, y, z (3D coordinates), g_mag (brightness), red, green, blue (colors), galaxy_type
# Coordinates are centered and scaled for optimal visualization
x,y,z,g_mag,red,green,blue,galaxy_type
-2.704,-0.859,0.299,19.62,1.0,0.659,0.18,elliptical
-33.736,-0.492,3.35,19.66,0.972,0.369,0.889,irregular
-3.704,-0.229,-0.96,18.93,1.0,0.741,0.351,elliptical
5.626,0.538,-0.196,18.71,1.0,0.63,0.16,elliptical
-0.897,-0.3,0.249,17.4,0.424,0.952,1.0,spiral
-21.667,1.321,-1.171,19.36,1.0,0.577,0.132,elliptical
10.872,-0.539,-0.338,16.18,1.0,1.0,0.27,elliptical
23.163,-0.041,-0.801,16.94,1.0,0.834,0.309,elliptical
-6.972,1.13,0.535,19.6,1.0,0.447,0.917,irregular
-20.911,-1.523,-0.466,18.57,1.0,0.736,0.216,elliptical
-10.936,-1.455,0.275,18.67,1.0,0.575,1.0,irregular
11.717,-0.48,-0.863,17.73,0.31,1.0,1.0,spiral
-28.194,1.52,-0.63,18.8,0.308,1.0,0.88,dwarf
11.283,0.225,-0.697,16.85,0.441,0.934,1.0,spiral
-8.022,0.813,1.152,19.32,0.332,0.872,1.0,spiral
21.347,-0.018,-0.669,18.28,0.483,0.854,1.0,spiral
23.162,0.019,-0.81,15.17,0.593,1.0,1.0,spiral
23.162,-0.023,-0.802,18.08,1.0,0.668,0.299,elliptical
16.551,-0.23,-0.249,16.87,1.0,0.597,1.0,irregular
-6.364,0.018,0.177,20.71,0.866,0.408,0.744,irregular
-58.69,0.331,3.953,18.39,0.365,0.789,1.0,spiral
12.673,-0.148,-0.716,19.27,1.0,0.697,0.239,elliptical
-0.161,0.668,-0.466,18.66,0.251,0.951,1.0,spiral
-11.779,-1.479,0.637,19.83,0.33,0.623,1.0,spiral
16.007,-0.043,-0.311,18.12,1.0,0.862,0.306,elliptical
-15.562,-1.301,-0.326,18.8,0.455,0.848,1.0,spiral
5.183,0.067,-0.429,19.24,0.281,0.805,1.0,spiral
23.162,-0.04,-0.812,16.77,1.0,0.904,0.378,elliptical
16.869,-0.064,-0.267,18.91,1.0,0.655,0.173,elliptical
-54.469,-0.074,2.694,19.91,1.0,0.395,0.733,irregular
23.162,-0.034,-0.841,15.67,0.605,1.0,1.0,spiral
2.4,0.415,-0.706,17.32,0.446,1.0,1.0,spiral
2.19,-0.527,-0.583,18.39,1.0,0.846,0.335,elliptical
18.788,0.227,-0.5,16.64,1.0,1.0,0.231,elliptical
-45.629,-2.817,2.621,20.25,0.92,0.403,0.706,irregular
-22.075,-1.409,2.585,17.4,1.0,0.671,1.0,irregular
23.162,-0.048,-0.827,17.84,0.383,1.0,1.0,spiral
17.082,-0.211,-0.324,18.96,0.266,0.807,1.0,spiral
23.165,0.031,-0.765,15.53,0.46,1.0,1.0,spiral
23.163,-0.025,-0.785,16.36,1.0,0.842,0.298,elliptical
23.164,-0.039,-0.771,16.34,0.547,1.0,1.0,spiral
-20.381,0.613,0.439,19.63,0.977,0.362,0.811,irregular
23.161,-0.001,-0.828,16.05,1.0,1.0,0.396,elliptical
-26.034,-1.768,0.224,18.15,1.0,0.699,0.187,elliptical
14.836,-0.131,-0.191,18.7,0.358,0.926,1.0,spiral
21.234,-0.01,-0.846,15.38,0.686,1.0,1.0,spiral
23.161,0.012,-0.851,17.38,0.498,0.975,1.0,spiral
2.954,0.457,0.041,18.64,0.478,0.87,1.0,spiral
15.472,0.103,-0.306,15.72,0.417,1.0,1.0,spiral
11.412,0.131,-0.053,17.57,1.0,0.485,1.0,irregular
23.164,0.034,-0.769,16.89,1.0,0.816,0.235,elliptical
23.163,0.034,-0.799,17.94,1.0,0.629,0.948,irregular
23.163,0.007,-0.778,16.19,1.0,0.687,1.0,irregular
23.162,0.012,-0.817,16.83,1.0,0.853,0.306,elliptical
0.314,0.715,0.674,16.2,0.537,1.0,1.0,spiral
-31.165,1.297,1.1,17.77,1.0,0.808,0.207,elliptical
-18.543,-0.944,0.765,19.45,1.0,0.592,0.164,elliptical
23.162,-0.033,-0.805,15.46,1.0,0.644,1.0,irregular
1.349,-0.689,-0.079,18.31,1.0,0.652,0.383,elliptical
-50.249,1.48,-1.455,20.41,0.113,0.752,0.745,dwarf
23.163,-0.017,-0.792,16.06,0.446,1.0,1.0,spiral
-16.334,0.291,-0.633,20.24,0.246,0.733,0.943,spiral
22.095,0.088,-0.742,16.92,1.0,0.861,0.411,elliptical
3.275,-0.782,-0.261,18.13,0.281,0.961,1.0,spiral
-22.648,-0.342,-1.209,17.39,1.0,0.974,0.343,elliptical
2.538,-0.899,-0.004,16.47,0.615,1.0,1.0,spiral
11.173,-0.059,-0.903,18.65,0.484,0.84,1.0,spiral
23.164,-0.031,-0.769,15.02,0.5,1.0,1.0,spiral
17.177,0.275,-0.605,16.44,0.383,1.0,1.0,spiral
23.163,-0.009,-0.781,17.29,1.0,0.878,0.221,elliptical
-8.586,0.26,0.815,17.86,0.517,1.0,1.0,spiral
23.161,-0.015,-0.832,18.44,1.0,0.381,1.0,irregular
-19.588,0.991,1.345,20.76,0.853,0.318,0.619,irregular
-10.86,-0.731,-0.049,17.05,1.0,1.0,0.182,elliptical
-32.018,0.831,1.434,20.67,0.846,0.386,0.63,irregular
0.43,1.004,0.649,16.57,0.466,1.0,1.0,spiral
-26.051,-1.606,-0.834,17.32,0.547,1.0,1.0,spiral
13.97,-0.094,-0.324,15.51,1.0,0.905,0.251,elliptical
11.604,-0.214,-0.7,16.53,1.0,0.991,0.397,elliptical
23.164,0.041,-0.787,19.17,0.359,0.776,1.0,spiral
23.162,0.044,-0.848,18.11,0.436,0.983,1.0,spiral
-55.575,2.265,0.519,17.72,1.0,0.757,0.27,elliptical
6.155,0.678,-0.862,18.25,1.0,0.872,0.322,elliptical
-22.208,-0.872,-0.063,18.22,1.0,0.857,0.312,elliptical
-44.611,-1.081,4.245,18.98,0.31,0.893,1.0,spiral
0.312,1.009,0.468,19.0,0.45,0.917,1.0,spiral
20.815,0.119,-0.628,17.63,1.0,0.609,0.98,irregular
14.708,-0.234,-0.831,16.63,0.577,1.0,1.0,spiral
23.163,-0.045,-0.803,17.62,1.0,0.915,0.268,elliptical
23.161,0.009,-0.833,17.06,0.483,0.975,1.0,spiral
23.165,-0.037,-0.763,16.83,1.0,0.868,0.388,elliptical
19.315,-0.076,-0.596,18.51,0.413,0.907,1.0,spiral
-22.58,-0.792,1.61,17.5,1.0,0.746,0.202,elliptical
17.921,0.242,-0.843,15.64,1.0,0.888,0.402,elliptical
13.863,0.413,-0.486,16.49,1.0,0.817,0.173,elliptical
-6.557,-0.835,0.453,19.18,1.0,0.584,0.156,elliptical
-12.768,-0.653,0.628,17.44,0.435,1.0,1.0,spiral
10.336,0.203,-0.148,17.57,0.322,1.0,1.0,spiral
19.844,0.094,-0.839,17.39,1.0,0.793,0.342,elliptical
23.161,-0.002,-0.841,16.12,1.0,0.84,0.419,elliptical
17.599,-0.094,-0.648,17.71,1.0,0.924,0.34,elliptical
22.947,-0.011,-0.813,17.58,0.5,0.88,1.0,spiral
-24.241,1.23,-1.022,18.7,1.0,0.778,0.132,elliptical
6.162,-0.48,-0.152,19.29,0.292,0.74,1.0,spiral
8.184,0.498,-0.774,16.87,0.478,1.0,1.0,spiral
4.026,0.739,-0.181,18.09,1.0,0.915,0.182,elliptical
5.089,-0.029,-0.043,18.6,1.0,0.417,0.898,irregular
-16.503,0.212,1.089,18.2,0.333,1.0,1.0,spiral
-26.787,1.261,0.68,18.64,0.393,0.857,1.0,spiral
-5.372,-1.186,0.295,18.19,1.0,0.815,0.353,elliptical
22.949,0.047,-0.79,15.65,1.0,1.0,0.334,elliptical
22.519,0.007,-0.837,17.28,0.357,0.876,1.0,spiral
5.831,-0.021,-0.231,17.7,0.3,0.919,1.0,spiral
23.163,0.038,-0.802,17.69,1.0,0.815,0.325,elliptical
-1.027,-0.323,-0.966,18.12,1.0,0.416,1.0,irregular
-33.924,0.718,3.677,18.67,1.0,0.696,0.239,elliptical
-23.157,0.367,0.766,18.17,0.358,0.925,1.0,spiral
-46.512,0.658,-0.001,18.74,0.473,0.747,1.0,spiral
23.164,0.0,-0.77,16.65,0.617,1.0,1.0,spiral
9.039,-0.44,-0.681,18.48,0.292,0.901,1.0,spiral
-22.468,0.674,1.727,19.8,0.239,0.665,1.0,spiral
23.163,0.039,-0.791,19.92,0.298,0.631,1.0,spiral
23.162,-0.048,-0.843,16.3,1.0,0.862,0.426,elliptical
5.293,0.025,-0.32,20.25,0.228,0.655,1.0,spiral
-25.712,-0.235,1.204,19.81,0.356,0.743,1.0,spiral
0.171,-0.411,0.136,18.32,1.0,0.83,0.292,elliptical
23.162,0.02,-0.817,15.28,1.0,0.952,0.502,elliptical
20.385,0.07,-0.633,18.96,0.318,0.817,1.0,spiral
-0.239,0.871,0.278,18.2,1.0,0.814,0.342,elliptical
-22.614,1.951,2.274,17.77,1.0,0.825,0.288,elliptical
23.164,-0.025,-0.771,16.81,1.0,0.967,0.346,elliptical
11.185,0.219,-0.328,19.8,1.0,0.696,0.208,elliptical
-39.963,1.601,0.181,20.01,0.375,0.636,1.0,spiral
23.162,-0.008,-0.794,16.33,1.0,1.0,0.221,elliptical
-13.435,0.8,-0.45,18.0,0.505,0.862,1.0,spiral
22.095,-0.05,-0.723,15.98,0.539,1.0,1.0,spiral
-10.525,-1.32,-0.229,18.41,1.0,0.755,0.241,elliptical
23.163,0.033,-0.793,15.85,1.0,0.975,0.324,elliptical
23.162,0.005,-0.796,16.9,1.0,0.818,0.31,elliptical
-11.739,-0.892,1.699,18.63,0.283,0.81,1.0,spiral
12.898,-0.453,-0.573,17.97,0.498,1.0,1.0,spiral
-34.626,0.938,2.799,20.41,0.866,0.373,0.786,irregular
13.761,0.321,-0.306,16.96,1.0,0.476,1.0,irregular
23.161,-0.003,-0.845,18.56,0.304,0.894,1.0,spiral
-8.131,-0.713,1.167,20.47,0.953,0.315,0.744,irregular
7.131,-0.363,0.017,17.9,0.508,0.903,1.0,spiral
-7.064,0.065,1.202,18.51,0.479,0.828,1.0,spiral
-26.142,-0.971,0.962,19.03,1.0,0.648,0.317,elliptical
7.792,0.565,0.216,16.33,1.0,1.0,0.436,elliptical
-10.416,1.17,0.085,20.92,0.78,0.42,0.607,irregular
23.162,-0.043,-0.828,16.27,1.0,0.855,0.208,elliptical
1.672,-0.939,-0.316,18.42,0.501,0.935,1.0,spiral
-37.918,-0.032,1.366,18.32,0.299,0.931,1.0,spiral
23.163,0.005,-0.783,18.75,0.28,0.936,1.0,spiral
-3.761,0.593,0.749,18.58,1.0,0.813,0.13,elliptical
-2.397,-0.98,-0.277,17.44,0.499,1.0,1.0,spiral
23.162,0.034,-0.85,17.36,1.0,0.952,0.337,elliptical
23.161,0.012,-0.821,16.8,1.0,1.0,0.238,elliptical
-38.565,0.868,1.04,18.87,1.0,0.712,0.232,elliptical
-15.528,-1.699,0.485,19.69,0.113,1.0,0.716,dwarf
4.439,-0.62,-0.851,15.79,1.0,0.948,0.227,elliptical
5.294,-0.543,-1.011,16.83,0.601,1.0,1.0,spiral
-0.914,0.179,-0.239,18.97,1.0,0.514,0.918,irregular
23.162,-0.044,-0.85,16.44,0.341,1.0,1.0,spiral
-6.759,1.019,0.602,18.73,0.356,0.945,1.0,spiral
-5.82,-1.197,-0.461,19.46,1.0,0.471,0.784,irregular
23.164,-0.027,-0.769,17.85,1.0,0.543,0.993,irregular
23.162,0.008,-0.805,16.66,0.316,1.0,1.0,spiral
21.988,-0.06,-0.721,17.7,1.0,0.921,0.155,elliptical
23.161,0.006,-0.852,17.43,0.469,1.0,1.0,spiral
22.841,-0.056,-0.842,19.08,1.0,0.592,0.196,elliptical
-27.191,0.834,1.559,18.45,0.313,0.889,1.0,spiral
-30.542,1.756,-0.384,19.47,0.349,0.773,1.0,spiral
-36.868,0.731,3.019,20.12,0.338,0.774,0.933,spiral
0.259,-0.387,-1.003,17.06,1.0,0.772,0.271,elliptical
12.458,0.114,-0.866,17.2,0.441,1.0,1.0,spiral
-23.483,0.799,2.6,18.48,0.429,0.957,1.0,spiral
20.699,-0.012,-0.817,17.63,0.53,0.877,1.0,spiral
0.217,0.336,0.943,18.64,1.0,0.832,0.273,elliptical
23.164,-0.025,-0.77,18.45,0.482,0.9,1.0,spiral
23.164,0.012,-0.771,18.33,1.0,0.891,0.342,elliptical
-7.108,-0.955,-0.126,17.69,1.0,0.927,0.265,elliptical
-17.053,-1.245,0.217,20.5,0.329,0.681,0.951,spiral
18.03,0.076,-0.557,18.45,0.321,0.936,1.0,spiral
5.515,-0.408,-0.221,17.87,0.512,1.0,1.0,spiral
23.163,-0.004,-0.79,16.45,0.328,1.0,1.0,spiral
-24.198,-1.435,1.06,19.01,0.308,0.77,1.0,spiral
23.163,-0.046,-0.802,17.14,0.36,1.0,1.0,spiral
4.33,-0.171,-0.336,17.01,1.0,0.761,0.447,elliptical
-13.309,1.041,0.236,18.47,0.498,0.878,1.0,spiral
-55.592,2.007,-1.254,19.68,0.317,0.686,1.0,spiral
23.163,-0.044,-0.789,15.96,1.0,0.674,1.0,irregular
11.398,-0.038,-0.326,17.02,1.0,0.891,0.37,elliptical
-7.684,-0.636,1.449,15.97,1.0,0.862,0.33,elliptical
16.743,-0.069,-0.592,17.79,1.0,0.691,0.362,elliptical
23.161,0.028,-0.848,16.86,0.513,1.0,1.0,spiral
23.164,0.012,-0.769,15.28,1.0,0.647,1.0,irregular
1.448,-0.838,-1.022,17.37,1.0,0.945,0.231,elliptical
23.162,0.023,-0.811,17.27,0.553,1.0,1.0,spiral
23.161,-0.027,-0.85,18.91,1.0,0.788,0.189,elliptical
23.162,0.041,-0.814,15.28,1.0,1.0,0.185,elliptical
-16.761,0.475,-0.848,17.84,1.0,0.8,0.395,elliptical
23.162,-0.014,-0.813,16.53,1.0,1.0,0.372,elliptical
0.607,0.914,-0.051,20.67,0.887,0.292,0.626,irregular
5.631,-0.573,-0.1,17.37,1.0,0.833,0.315,elliptical
-25.083,-0.79,2.743,17.76,1.0,0.786,0.229,elliptical
23.163,-0.037,-0.795,17.29,1.0,0.513,1.0,irregular
-14.641,-1.389,1.398,16.4,1.0,0.923,0.238,elliptical
15.252,0.213,-0.441,17.46,0.398,1.0,1.0,spiral
19.531,0.12,-0.572,17.45,0.329,0.972,1.0,spiral
-2.562,-0.742,0.993,19.29,0.395,0.734,1.0,spiral
9.827,0.459,0.206,17.7,1.0,0.919,0.369,elliptical
-1.019,0.493,-0.335,18.21,1.0,0.663,0.331,elliptical
-12.583,0.36,-0.259,19.82,0.228,0.638,0.95,spiral
17.189,0.194,-0.324,19.72,0.279,0.768,1.0,spiral
7.239,0.08,0.107,17.78,0.417,1.0,1.0,spiral
10.857,0.168,-0.496,19.44,0.405,0.809,1.0,spiral
4.332,-0.288,-0.292,17.66,1.0,0.814,0.364,elliptical
-46.308,0.809,4.576,19.34,0.362,0.834,1.0,spiral
23.164,-0.03,-0.775,14.67,1.0,1.0,0.449,elliptical
-19.851,-0.193,0.374,19.95,1.0,0.372,0.792,irregular
-2.595,-1.107,0.121,19.72,0.214,0.756,1.0,spiral
23.162,0.033,-0.828,15.65,1.0,1.0,0.506,elliptical
-30.519,-2.105,0.316,19.17,0.181,0.974,0.788,dwarf
10.894,-0.246,0.184,18.42,0.397,0.841,1.0,spiral
-31.917,2.256,-1.23,17.38,1.0,0.915,0.218,elliptical
23.164,0.042,-0.783,18.59,0.429,0.976,1.0,spiral
-5.836,0.059,-0.087,18.45,1.0,0.588,0.908,irregular
23.163,-0.045,-0.808,17.79,1.0,0.823,0.34,elliptical
23.164,0.007,-0.763,16.81,0.426,0.982,1.0,spiral
23.161,-0.003,-0.832,17.62,0.488,0.981,1.0,spiral
23.162,-0.04,-0.855,18.42,1.0,0.45,1.0,irregular
-45.334,-1.173,3.002,20.82,0.092,0.794,0.631,dwarf
-17.908,-0.719,0.681,18.93,0.223,1.0,0.854,dwarf
-25.099,0.495,0.217,17.87,0.507,0.845,1.0,spiral
-44.455,0.945,3.415,18.04,0.327,1.0,1.0,spiral
-18.567,0.202,2.398,18.77,1.0,0.679,0.256,elliptical
1.648,0.25,-0.861,18.7,1.0,0.771,0.319,elliptical
-9.229,-1.365,0.157,20.93,0.193,0.524,0.915,spiral
23.162,0.04,-0.851,15.96,0.643,1.0,1.0,spiral
-10.751,0.938,-0.207,19.18,0.318,1.0,0.722,dwarf
14.185,0.225,-0.336,16.57,1.0,1.0,0.169,elliptical
12.369,-0.101,-0.184,17.79,0.292,0.836,1.0,spiral
-19.192,-1.72,-0.95,19.81,0.289,0.793,1.0,spiral
2.936,0.389,-0.589,20.47,0.263,0.611,0.927,spiral
-7.144,0.297,1.558,19.87,0.194,0.918,0.622,dwarf
23.162,0.02,-0.809,17.62,1.0,0.709,0.217,elliptical
23.161,0.016,-0.85,17.48,1.0,0.981,0.157,elliptical
-22.417,-1.086,-0.015,18.16,1.0,0.455,0.925,irregular
12.362,-0.507,-0.717,18.41,1.0,0.721,0.147,elliptical
-23.287,-0.285,-0.122,18.53,1.0,0.657,0.174,elliptical
15.568,-0.101,-0.53,17.93,0.289,1.0,1.0,spiral
13.637,-0.006,-0.64,16.35,0.41,1.0,1.0,spiral
-21.266,-1.097,1.969,17.87,1.0,0.858,0.207,elliptical
23.162,-0.015,-0.813,17.62,1.0,0.703,0.378,elliptical
-56.829,1.465,2.306,19.49,0.388,0.76,1.0,spiral
-2.802,0.926,0.452,19.77,1.0,0.454,0.8,irregular
13.023,0.111,-0.02,18.12,1.0,0.821,0.26,elliptical
-13.183,0.733,0.915,18.48,0.271,0.999,1.0,spiral
-12.344,-1.517,1.956,18.73,0.326,0.824,1.0,spiral
12.386,-0.157,0.068,18.03,1.0,0.518,0.988,irregular
6.796,-0.308,-0.299,16.41,0.583,1.0,1.0,spiral
11.077,0.214,-0.358,17.9,0.512,0.942,1.0,spiral
23.162,-0.019,-0.794,16.42,1.0,1.0,0.26,elliptical
-3.763,1.123,0.371,18.77,1.0,0.584,0.862,irregular
-26.612,-0.76,2.358,19.76,0.396,0.789,0.98,spiral
23.161,-0.007,-0.838,17.68,0.429,1.0,1.0,spiral
8.212,0.57,0.073,16.91,1.0,1.0,0.439,elliptical
23.162,0.043,-0.851,16.85,1.0,1.0,0.376,elliptical
-31.951,1.105,-1.206,18.93,1.0,0.81,0.328,elliptical
-13.317,0.962,-0.019,18.57,0.305,0.92,1.0,spiral
-19.33,1.498,1.868,19.05,1.0,0.636,0.272,elliptical
-23.395,1.844,1.85,20.62,0.894,0.437,0.779,irregular
23.163,0.042,-0.802,16.73,0.612,1.0,1.0,spiral
-11.708,-1.303,-0.496,18.01,0.369,0.972,1.0,spiral
23.163,0.03,-0.792,16.53,1.0,1.0,0.267,elliptical
-7.098,-1.326,-0.32,19.3,0.404,0.827,1.0,spiral
-6.728,0.631,1.307,19.04,0.329,0.837,1.0,spiral
19.63,-0.073,-0.766,17.14,0.477,1.0,1.0,spiral
-29.903,1.693,-0.703,16.91,1.0,1.0,0.365,elliptical
-9.758,-0.527,0.883,18.67,1.0,0.705,0.24,elliptical
5.197,-0.819,-0.741,18.39,1.0,0.874,0.325,elliptical
23.162,-0.04,-0.82,15.43,1.0,1.0,0.182,elliptical
-1.797,-0.993,1.068,18.56,0.393,0.884,1.0,spiral
23.164,0.02,-0.771,16.35,1.0,0.939,0.283,elliptical
15.369,0.272,-0.286,16.39,0.435,1.0,1.0,spiral
12.177,0.507,0.007,16.97,0.6,1.0,1.0,spiral
23.162,-0.041,-0.809,16.78,1.0,1.0,0.314,elliptical
8.712,0.163,-0.862,18.04,0.524,0.972,1.0,spiral
-17.18,-1.76,1.764,18.31,0.283,0.833,1.0,spiral
23.162,-0.034,-0.814,16.58,1.0,0.813,0.269,elliptical
-19.291,1.629,0.148,17.49,1.0,0.952,0.219,elliptical
23.162,0.031,-0.847,17.48,0.294,0.89,1.0,spiral
-1.759,0.406,0.075,17.6,0.293,0.982,1.0,spiral
-4.214,1.219,-1.045,18.88,1.0,0.594,0.198,elliptical
-9.357,-0.641,0.158,18.31,1.0,0.642,0.328,elliptical
4.028,0.462,0.085,16.22,1.0,0.531,1.0,irregular
22.52,0.006,-0.789,15.8,0.567,1.0,1.0,spiral
-38.12,0.075,1.69,18.59,1.0,0.466,1.0,irregular
7.427,0.009,-0.711,17.84,1.0,0.876,0.383,elliptical
23.162,-0.005,-0.797,17.12,1.0,0.841,0.298,elliptical
-0.558,0.113,0.622,17.51,0.496,1.0,1.0,spiral
14.926,0.064,-0.507,18.98,0.273,0.706,1.0,spiral
11.836,0.274,-0.178,18.74,1.0,0.711,0.182,elliptical
23.162,-0.047,-0.819,16.26,1.0,0.813,0.174,elliptical
17.489,0.05,-0.767,16.09,0.571,1.0,1.0,spiral
23.163,0.03,-0.782,17.65,1.0,0.798,0.288,elliptical
-28.422,-1.241,2.425,17.82,0.488,1.0,1.0,spiral
5.024,-0.668,0.51,17.09,0.317,0.933,1.0,spiral
-20.059,0.813,2.454,18.19,0.268,0.981,1.0,spiral
-19.705,1.851,2.461,19.08,0.423,0.759,1.0,spiral
-24.391,2.065,1.032,16.55,1.0,0.95,0.297,elliptical
-0.901,-0.583,-0.001,16.43,0.478,1.0,1.0,spiral
19.11,0.151,-0.46,17.73,1.0,0.708,0.172,elliptical
10.896,-0.372,0.179,19.43,1.0,0.706,0.185,elliptical
7.534,-0.069,-0.862,18.88,0.319,0.787,1.0,spiral
-0.774,0.869,0.297,17.0,0.584,1.0,1.0,spiral
20.708,-0.068,-0.608,18.39,0.262,0.835,1.0,spiral
7.564,0.492,0.028,17.52,1.0,0.779,0.245,elliptical
23.161,-0.005,-0.819,14.0,1.0,0.621,1.0,irregular
23.161,-0.001,-0.825,16.67,0.471,1.0,1.0,spiral
23.162,0.042,-0.826,15.04,1.0,1.0,0.431,elliptical
-2.631,0.286,-0.476,20.37,0.364,0.679,0.938,spiral
15.679,0.356,-0.608,18.41,1.0,0.667,0.333,elliptical
-16.324,1.584,1.823,17.49,0.295,0.962,1.0,spiral
11.288,-0.461,-0.816,16.73,0.608,1.0,1.0,spiral
-16.384,-1.503,0.732,19.51,0.312,0.812,1.0,spiral
17.706,0.197,-0.741,18.37,0.275,0.832,1.0,spiral
23.163,-0.042,-0.796,15.08,1.0,0.612,1.0,irregular
5.511,-0.022,-0.213,17.63,1.0,0.801,0.255,elliptical
-8.069,1.231,-0.6,19.31,0.304,0.824,1.0,spiral
23.162,0.03,-0.828,15.95,0.57,1.0,1.0,spiral
-28.597,-2.246,-1.05,18.22,0.415,0.876,1.0,spiral
-6.059,-0.165,-0.659,19.3,0.335,0.8,1.0,spiral
-24.108,-1.986,-1.176,17.77,1.0,0.448,1.0,irregular
3.528,-0.513,0.67,16.94,1.0,0.985,0.303,elliptical
23.163,0.038,-0.79,18.34,0.34,0.983,1.0,spiral
23.161,0.007,-0.851,17.2,1.0,1.0,0.355,elliptical
-0.592,-0.659,-0.731,16.46,0.384,1.0,1.0,spiral
23.162,0.027,-0.822,16.66,0.591,1.0,1.0,spiral
-41.823,-2.374,1.774,19.59,0.276,0.724,1.0,spiral
-26.997,-1.642,2.71,19.18,1.0,0.528,0.928,irregular
16.953,-0.07,-0.804,16.96,1.0,0.988,0.332,elliptical
21.984,0.054,-0.842,19.01,1.0,0.406,1.0,irregular
-21.695,0.541,2.138,18.36,0.489,0.875,1.0,spiral
-13.83,0.97,0.712,19.86,0.947,0.401,0.817,irregular
-10.458,0.333,1.737,17.02,0.364,0.925,1.0,spiral
23.162,-0.028,-0.815,16.84,1.0,1.0,0.434,elliptical
-34.381,0.677,1.333,19.7,1.0,0.374,0.841,irregular
-8.429,0.632,1.534,19.73,0.961,0.613,0.226,elliptical
5.728,-0.017,-0.126,17.83,0.319,1.0,1.0,spiral
17.931,0.253,-0.507,15.54,1.0,1.0,0.405,elliptical
-19.295,1.176,0.525,19.1,0.413,0.895,1.0,spiral
1.433,0.162,-0.9,18.09,0.475,0.884,1.0,spiral
-9.825,-0.208,1.597,18.4,0.244,1.0,0.99,dwarf
20.062,0.157,-0.713,14.29,0.444,1.0,1.0,spiral
4.45,0.578,-0.149,16.77,1.0,0.538,1.0,irregular
23.164,-0.045,-0.773,16.94,1.0,1.0,0.159,elliptical
19.205,-0.058,-0.646,18.1,1.0,0.845,0.353,elliptical
17.071,-0.158,-0.475,20.49,0.161,0.79,0.663,dwarf
9.593,-0.458,-0.099,19.61,1.0,0.397,0.785,irregular
-2.776,-0.03,1.138,19.41,0.232,0.828,1.0,spiral
-14.61,0.253,0.122,19.06,1.0,0.484,0.991,irregular
1.345,0.881,-0.522,16.84,0.405,1.0,1.0,spiral
1.075,-0.894,0.737,17.9,1.0,0.935,0.136,elliptical
0.605,0.769,0.04,18.13,0.367,0.816,1.0,spiral
-4.883,0.038,-0.939,15.32,1.0,0.901,0.26,elliptical
10.652,0.542,-0.553,18.47,0.428,0.877,1.0,spiral
-15.314,1.533,0.667,19.54,0.294,0.773,1.0,spiral
23.164,-0.022,-0.77,17.59,1.0,0.841,0.344,elliptical
-7.633,0.047,0.608,17.94,0.423,0.839,1.0,spiral
23.163,0.005,-0.789,16.62,1.0,0.975,0.348,elliptical
9.581,0.605,-0.691,17.17,1.0,0.8,0.409,elliptical
-36.138,-1.87,2.23,18.78,0.351,0.88,1.0,spiral
5.651,0.431,0.364,16.67,1.0,0.867,0.162,elliptical
-15.862,1.515,2.306,17.36,0.364,1.0,1.0,spiral
-2.015,-0.922,1.05,17.81,0.496,0.923,1.0,spiral
21.344,0.008,-0.719,17.94,0.359,1.0,1.0,spiral
-1.886,-0.008,-0.745,18.41,0.505,0.875,1.0,spiral
13.332,-0.25,-0.263,16.51,0.488,1.0,1.0,spiral
23.163,0.012,-0.791,15.94,1.0,1.0,0.253,elliptical
23.164,0.037,-0.774,18.69,0.316,0.96,1.0,spiral
-37.705,-0.374,3.385,18.34,1.0,0.575,1.0,irregular
23.161,0.001,-0.851,17.66,0.416,0.99,1.0,spiral
-8.347,-1.01,1.001,17.5,0.381,0.958,1.0,spiral
-0.15,-0.073,0.21,18.16,0.37,0.983,1.0,spiral
23.164,0.016,-0.775,17.85,1.0,0.73,0.309,elliptical
5.742,-0.005,0.164,17.39,0.297,0.961,1.0,spiral
-9.514,0.965,1.241,19.67,1.0,0.64,0.211,elliptical
-4.111,-0.412,0.204,18.31,1.0,0.665,0.223,elliptical
23.163,0.003,-0.785,18.67,1.0,0.617,0.25,elliptical
23.164,-0.039,-0.772,17.02,1.0,0.824,0.222,elliptical
-33.883,0.414,-0.08,17.38,0.549,0.963,1.0,spiral
-3.017,0.363,0.692,17.62,1.0,0.697,1.0,irregular
-37.483,1.99,0.477,16.6,1.0,0.633,1.0,irregular
15.242,-0.124,-0.742,21.0,0.785,0.399,0.611,irregular
-22.427,1.739,1.969,19.54,0.274,0.822,1.0,spiral
-49.171,-1.039,0.791,20.08,1.0,0.419,0.81,irregular
-15.347,0.679,0.395,19.14,1.0,0.423,0.844,irregular
8.187,0.561,-0.661,17.84,1.0,0.773,0.265,elliptical
3.147,0.113,-0.606,17.59,0.321,0.98,1.0,spiral
-12.372,0.518,-0.879,20.32,0.12,0.77,0.664,dwarf
-14.304,-0.214,1.996,19.63,0.222,0.672,1.0,spiral
-18.15,-0.665,-0.942,18.89,0.2,1.0,0.848,dwarf
9.363,0.535,-0.974,18.38,0.416,0.932,1.0,spiral
9.682,0.425,-0.611,18.02,1.0,0.69,0.159,elliptical
-5.691,-0.968,0.555,15.45,0.546,1.0,1.0,spiral
12.361,-0.509,-0.893,18.93,0.409,0.725,1.0,spiral
-30.076,-1.778,3.138,19.3,1.0,0.399,0.905,irregular
