# Sample galaxy data (mimicking SDSS format)
# Generated for galaxy visualization testing
# Columns: ra (degrees), dec (degrees), g_mag, r_mag, i_mag, redshift, galaxy_type
# Data is synthetic but follows realistic distributions
ra,dec,g_mag,r_mag,i_mag,redshift,galaxy_type
180.317042,3.519024,18.28,17.14,16.78,0.0027,spiral
178.868202,1.939172,15.17,14.65,14.53,0.001,spiral
181.12503,2.371438,18.08,17.1,16.65,0.001,elliptical
181.70054,4.447256,16.87,16.52,15.93,0.0072,irregular
179.962845,1.915904,20.71,20.32,20.41,0.0286,irregular
179.76995,3.312235,18.39,18.04,17.8,0.0776,spiral
180.723726,0.649134,19.27,18.61,18.17,0.0108,elliptical
178.426352,0.893215,18.66,18.15,17.79,0.0228,spiral
182.349633,2.356302,19.83,19.33,19.14,0.0337,spiral
180.283925,3.725604,18.12,17.42,17.12,0.0077,elliptical
181.870359,0.748345,18.8,17.96,17.75,0.0372,spiral
179.791618,1.256097,19.24,18.65,18.45,0.0178,spiral
182.042173,1.840345,16.77,15.78,15.79,0.001,elliptical
180.484553,4.497789,18.91,18.08,17.77,0.0069,elliptical
180.052904,2.575646,19.91,18.24,18.4,0.0736,irregular
181.695902,0.303398,15.67,15.13,14.79,0.001,spiral
178.905249,0.36748,17.32,16.47,16.25,0.0204,spiral
181.363857,0.684667,18.39,17.47,17.16,0.0206,elliptical
177.595777,3.634293,16.64,15.59,15.22,0.0051,elliptical
182.307462,2.83934,20.25,20.19,20.17,0.0654,irregular
181.740546,4.235807,17.4,16.61,16.19,0.0434,irregular
182.450544,1.059397,17.84,17.4,17.22,0.001,spiral
181.672859,4.177423,18.96,18.4,18.05,0.0067,spiral
178.252361,4.340382,15.53,14.92,14.31,0.001,spiral
181.255886,3.26934,16.36,15.11,14.57,0.001,elliptical
181.977814,4.045876,16.34,15.56,15.33,0.001,spiral
179.210538,1.649788,19.63,19.31,19.42,0.0417,irregular
179.964098,0.99971,16.05,15.2,14.78,0.001,elliptical
182.012065,1.219788,18.15,17.21,16.77,0.047,elliptical
180.785152,3.991932,18.7,18.0,17.67,0.0088,spiral
179.819908,0.093545,22.0,21.32,21.05,0.0558,dwarf
180.161459,0.016325,15.38,14.67,14.38,0.0028,spiral
179.237594,-0.248252,17.38,16.4,16.02,0.001,spiral
178.764291,2.388159,18.64,17.96,17.98,0.0199,spiral
179.312799,3.528573,15.72,15.69,15.46,0.0082,spiral
179.404956,3.542029,17.57,17.74,17.41,0.012,irregular
178.093219,4.168747,16.89,15.98,15.95,0.001,elliptical
178.306094,2.782048,22.0,21.35,21.13,0.0459,dwarf
178.081792,2.563979,17.94,17.38,16.98,0.001,irregular
179.516039,3.66822,16.19,15.28,15.12,0.001,irregular
179.274488,1.565863,16.83,15.89,15.67,0.001,elliptical
178.284064,3.636511,16.2,15.66,15.34,0.0224,spiral
178.656903,2.012136,17.77,16.73,16.52,0.0518,elliptical
181.261989,2.15647,19.45,18.65,18.3,0.04,elliptical
181.664649,2.201483,15.46,15.29,15.08,0.001,irregular
181.721062,1.920103,18.31,17.76,17.39,0.0214,elliptical
178.859993,-0.468105,20.41,19.78,19.7,0.0696,dwarf
180.855466,3.52715,21.42,21.07,20.8,0.0475,irregular
180.79753,2.940228,16.06,15.35,14.98,0.001,spiral
179.585967,0.301128,20.24,19.74,19.57,0.0379,spiral
177.582962,2.808593,16.92,16.14,15.67,0.002,elliptical
182.132319,1.598137,18.13,17.63,17.38,0.0196,spiral
180.416262,-0.443487,17.39,16.5,16.36,0.0438,elliptical
182.369002,2.220993,16.47,15.68,15.42,0.0203,spiral
180.249343,-0.247134,18.65,17.95,17.76,0.0122,spiral
181.586527,4.151992,15.02,14.54,14.14,0.001,spiral
177.756469,1.962677,16.44,16.17,16.05,0.0066,spiral
180.359979,3.527162,17.29,16.43,16.15,0.001,elliptical
179.542278,2.898486,17.86,17.34,17.18,0.0307,spiral
180.707522,0.799141,18.44,17.75,17.6,0.001,irregular
178.702658,2.861919,20.76,20.1,20.08,0.041,irregular
181.189755,1.302373,17.05,16.19,15.7,0.0328,elliptical
180.389035,3.830508,21.42,20.95,20.88,0.0166,spiral
179.151423,2.321159,20.67,20.01,19.46,0.0526,irregular
177.581002,3.591902,16.57,16.11,15.92,0.0223,spiral
181.827812,0.014213,17.32,16.54,16.11,0.047,spiral
180.515751,2.912662,15.51,14.72,14.43,0.0096,elliptical
180.961772,0.666664,16.53,15.49,14.93,0.0118,elliptical
177.724984,3.170756,19.17,18.58,18.34,0.001,spiral
177.568412,-0.092006,18.11,17.57,17.05,0.001,spiral
178.373236,0.97966,17.72,16.63,16.23,0.0746,elliptical
177.84697,-0.050616,18.25,17.4,17.16,0.0169,elliptical
181.073594,0.966767,18.22,17.26,16.77,0.0434,elliptical
180.898166,4.229623,18.98,18.61,18.12,0.0645,spiral
177.581217,3.14389,19.0,18.01,17.84,0.0224,spiral
177.972094,3.657592,17.63,17.05,16.49,0.0032,irregular
181.399104,0.091093,16.63,15.75,15.28,0.0089,spiral
182.288158,2.328725,17.62,16.89,16.27,0.001,elliptical
179.443632,0.701496,17.06,16.52,16.0,0.001,spiral
181.868093,4.477845,16.83,15.72,15.45,0.001,elliptical
180.862536,2.910958,18.51,18.1,17.76,0.0046,spiral
180.967111,3.003057,17.5,16.38,15.87,0.0438,elliptical
178.4332,-0.371552,21.13,20.73,20.49,0.0596,spiral
178.127749,4.3174,21.83,21.36,21.19,0.06,spiral
177.785135,0.027417,15.64,14.69,14.12,0.0059,elliptical
177.707895,1.99065,16.49,15.81,15.29,0.0097,elliptical
181.549622,2.415651,19.18,18.55,18.35,0.0288,elliptical
181.008691,2.282323,17.44,16.87,16.45,0.0346,spiral
179.156761,2.878315,17.57,16.66,16.25,0.013,spiral
178.754395,0.102237,17.39,16.43,16.05,0.0041,elliptical
180.029658,0.309615,16.12,15.55,15.42,0.001,elliptical
180.798451,1.710167,17.71,16.7,15.94,0.0062,elliptical
180.408683,1.507309,17.58,17.17,16.8,0.0012,spiral
178.544155,-0.207173,18.7,17.74,17.62,0.0453,elliptical
181.515059,2.201394,19.29,18.66,18.6,0.0169,spiral
178.217347,0.257228,16.87,16.23,15.75,0.015,spiral
177.900934,1.884194,18.09,17.08,16.65,0.0189,elliptical
178.121729,3.875668,21.06,20.8,20.57,0.0407,dwarf
180.081416,2.403226,18.6,17.49,17.37,0.0179,irregular
179.699278,2.719783,18.2,17.72,17.45,0.0381,spiral
178.581664,1.712887,18.64,17.96,17.92,0.0477,spiral
181.498917,2.273435,21.23,20.56,20.62,0.0873,irregular
182.289729,2.205569,18.19,17.54,17.34,0.0277,elliptical
177.797935,2.521797,15.65,14.72,14.41,0.0012,elliptical
179.709169,0.316834,17.28,16.93,16.65,0.0016,spiral
180.058537,1.916471,17.7,17.07,16.87,0.0172,spiral
177.855778,2.369329,17.69,16.58,16.16,0.001,elliptical
180.727861,-0.272074,18.12,17.38,17.45,0.0236,irregular
179.290699,4.447527,18.67,18.19,17.62,0.0545,elliptical
179.553944,1.94822,18.17,17.46,17.3,0.0443,spiral
179.465736,0.68462,18.74,18.25,17.87,0.0661,spiral
179.875449,4.112171,16.65,16.32,15.94,0.001,spiral
181.653114,0.623287,18.48,17.9,17.52,0.0142,spiral
179.170964,3.154352,19.8,19.14,18.79,0.0437,spiral
177.798087,2.960253,19.92,19.76,19.39,0.001,spiral
182.482632,0.176087,16.3,15.46,14.85,0.001,elliptical
179.919013,1.591948,20.25,19.27,18.99,0.0177,spiral
180.267359,2.351435,19.81,19.33,19.28,0.0467,spiral
180.974766,2.336955,18.32,17.13,16.9,0.0225,elliptical
178.806665,1.595497,15.28,14.36,13.96,0.001,elliptical
178.92813,3.173042,18.96,18.34,18.05,0.0036,spiral
177.95711,2.62841,18.2,17.8,17.4,0.0229,elliptical
177.612823,3.808324,17.77,16.69,16.33,0.0439,elliptical
181.2493,4.065207,16.81,16.07,15.77,0.001,elliptical
179.032077,2.275669,19.8,19.15,18.74,0.0122,elliptical
178.569973,0.916422,20.01,19.17,18.88,0.06,spiral
180.322953,2.815136,16.33,15.23,14.78,0.001,elliptical
178.780958,0.603255,18.0,17.17,17.04,0.0352,spiral
181.290202,3.300028,15.98,15.46,15.15,0.002,spiral
182.172719,1.016928,18.41,17.3,16.92,0.0325,elliptical
178.153587,2.858544,15.85,14.88,14.78,0.001,elliptical
179.637333,2.726093,16.9,16.28,16.01,0.001,elliptical
181.416936,4.046263,18.63,17.98,17.73,0.0337,spiral
182.281459,1.383382,17.97,17.51,17.25,0.0106,spiral
179.084713,3.544132,20.41,20.04,19.71,0.0551,irregular
178.233476,2.951614,16.96,16.09,15.4,0.0098,irregular
180.052852,0.099765,18.56,17.9,17.42,0.001,spiral
181.259126,3.559731,20.47,20.1,19.77,0.0303,irregular
181.209889,2.888616,17.9,17.29,16.98,0.016,spiral
179.877379,3.74549,18.51,17.98,17.88,0.0293,spiral
181.10192,2.055568,19.03,18.16,17.68,0.0471,elliptical
178.027007,3.694269,16.33,15.14,14.69,0.0154,elliptical
178.062952,1.53889,20.92,19.98,19.91,0.0324,irregular
182.210291,0.991362,16.27,15.43,15.03,0.001,elliptical
182.378894,1.345681,18.42,18.25,17.8,0.0211,spiral
180.027604,2.038789,18.32,17.83,17.77,0.0581,spiral
179.610961,3.42532,18.75,17.93,17.81,0.001,spiral
178.783236,3.260572,18.58,18.01,17.61,0.0262,elliptical
182.103457,1.225084,17.44,17.11,16.92,0.0249,spiral
178.101818,-0.161976,17.36,16.31,15.9,0.001,elliptical
179.24416,1.374125,16.8,15.83,15.24,0.001,elliptical
179.206222,1.720917,18.87,17.96,17.59,0.0587,elliptical
182.444203,1.91616,19.69,18.94,18.64,0.0372,dwarf
181.787653,-0.013166,15.79,15.0,14.68,0.0185,elliptical
181.637618,-0.49701,16.83,16.38,16.34,0.0177,spiral
179.586974,1.384334,18.97,18.2,18.09,0.0235,irregular
182.267014,-0.198865,16.44,16.07,15.7,0.001,spiral
178.112489,2.674533,18.73,18.22,18.04,0.029,spiral
182.277241,0.734806,19.46,19.04,18.78,0.0281,irregular
181.347213,4.173978,17.85,17.62,17.54,0.001,irregular
179.466603,2.222777,16.66,15.96,15.65,0.001,spiral
181.482203,3.197346,17.7,17.04,16.67,0.0021,elliptical
179.567583,-0.300943,17.43,16.85,16.61,0.001,spiral
182.238898,0.205995,19.08,18.29,17.71,0.0013,elliptical
178.46008,0.230105,21.13,20.48,20.27,0.0407,irregular
179.068516,2.678227,18.45,18.06,17.83,0.0481,spiral
178.161344,0.483441,19.47,19.14,18.6,0.0512,spiral
179.31251,3.619988,20.12,19.54,19.29,0.0572,spiral
180.919351,-0.373257,17.06,16.19,16.0,0.0224,elliptical
179.434036,-0.097096,17.2,16.65,16.51,0.011,spiral
179.038395,4.130298,18.48,17.55,17.23,0.0447,spiral
180.172796,0.47729,17.63,16.91,16.41,0.0033,spiral
179.194117,4.260312,18.64,17.69,17.52,0.0225,elliptical
181.219526,4.09604,18.45,17.87,17.65,0.001,spiral
179.258249,4.047742,18.33,17.31,17.03,0.001,elliptical
181.742359,1.316277,17.69,16.68,16.16,0.0293,elliptical
181.725198,1.475267,20.5,20.09,19.55,0.0386,spiral
179.284912,2.673721,18.45,17.52,17.32,0.0058,spiral
181.243044,1.913006,17.87,17.16,16.72,0.0175,spiral
180.125247,3.036395,16.45,15.88,15.46,0.001,spiral
181.695498,2.253302,19.01,18.1,17.67,0.0453,spiral
182.377052,2.367816,17.14,16.5,16.05,0.001,spiral
180.486562,1.468178,17.01,15.92,15.44,0.0186,elliptical
178.409088,1.651733,18.47,17.5,17.38,0.0351,spiral
178.558729,-0.292513,19.68,19.04,18.85,0.0746,spiral
182.265601,3.096226,15.96,15.4,15.22,0.001,irregular
180.162355,2.322083,17.02,16.34,15.89,0.012,elliptical
181.138156,4.113019,15.97,14.99,14.43,0.0299,elliptical
180.512346,1.948929,17.79,17.31,16.82,0.007,elliptical
178.428885,-0.075169,16.86,15.87,15.51,0.001,spiral
179.235012,4.164338,15.28,14.77,14.94,0.001,irregular
182.102679,-0.439985,17.37,16.13,15.37,0.0213,elliptical
178.683049,1.91749,17.27,16.54,16.24,0.001,spiral
181.343736,-0.190267,18.91,18.06,17.73,0.001,elliptical
177.699613,1.745393,15.28,14.22,13.92,0.001,elliptical
179.333992,-0.002527,17.84,16.73,16.49,0.0383,elliptical
180.653852,1.778248,16.53,15.44,14.96,0.001,elliptical
177.781121,1.928171,20.67,19.51,19.41,0.0221,irregular
181.760242,2.296091,17.37,16.4,16.11,0.0174,elliptical
180.915571,4.162834,17.76,17.07,16.74,0.0462,elliptical
181.899189,2.743415,17.29,16.69,16.64,0.001,irregular
182.044132,3.302,16.4,15.62,15.24,0.0364,elliptical
178.628948,2.58311,17.46,17.26,17.02,0.0084,spiral
178.517674,3.345306,17.45,16.84,16.55,0.0044,spiral
181.583276,3.926194,19.29,18.67,18.2,0.0251,spiral
178.168478,4.176972,17.7,16.72,16.23,0.0135,elliptical
178.877834,1.160863,18.21,17.43,17.05,0.0236,elliptical
179.436116,0.913827,19.82,19.32,18.86,0.0344,spiral
178.403288,4.238431,19.72,19.27,18.74,0.0066,spiral
179.722868,3.21185,17.78,17.25,17.14,0.0159,spiral
179.273986,1.499915,19.44,18.8,18.45,0.0125,spiral
180.823696,1.596673,17.66,17.29,16.93,0.0186,elliptical
179.341251,4.395159,19.34,18.74,18.34,0.0661,spiral
181.489023,3.821831,14.67,13.87,13.59,0.001,elliptical
180.248586,1.585821,19.95,19.59,19.47,0.0412,irregular
182.359227,2.063076,19.72,19.14,18.98,0.0251,spiral
178.145356,0.989297,15.65,14.78,14.45,0.001,elliptical
182.199622,1.215134,19.17,18.69,18.46,0.0512,dwarf
181.048357,4.418558,18.42,17.92,17.75,0.0125,spiral
177.696809,-0.390766,17.38,16.7,16.5,0.0525,elliptical
177.635533,3.417508,18.59,17.94,17.45,0.001,spiral
179.884917,1.446043,18.45,17.73,17.34,0.0281,irregular
182.310292,2.044795,17.79,17.11,16.86,0.001,elliptical
179.524843,4.493965,16.81,16.18,15.91,0.001,spiral
180.052301,0.793962,17.62,17.12,16.7,0.001,spiral
182.047977,-0.469081,18.42,17.92,17.73,0.001,irregular
180.964545,3.165802,20.82,20.87,21.09,0.0651,dwarf
178.345809,4.387283,22.0,21.51,21.21,0.0296,irregular
180.974851,2.075835,18.93,18.02,17.89,0.0394,dwarf
179.422579,1.234795,17.87,16.97,16.62,0.0461,spiral
179.210347,3.549894,18.04,17.75,17.42,0.0643,spiral
179.727589,4.334843,18.77,17.83,17.18,0.0401,elliptical
179.360218,-0.037752,18.7,17.85,17.34,0.0211,elliptical
182.333111,1.717196,20.93,20.27,19.83,0.0313,spiral
177.758287,-0.253528,15.96,15.58,15.58,0.001,spiral
178.46129,1.047348,19.18,19.32,19.01,0.0327,dwarf
178.708006,2.906411,16.57,15.62,15.29,0.0094,elliptical
180.480713,3.197906,17.79,16.95,16.72,0.0111,spiral
182.266536,-0.136672,19.81,19.52,19.37,0.0406,spiral
178.94864,0.693759,20.47,20.02,19.81,0.0199,spiral
179.454587,4.382283,19.87,19.15,18.94,0.0294,dwarf
178.833973,2.029629,17.62,16.7,16.09,0.001,elliptical
179.064171,-0.195472,17.48,16.6,16.01,0.001,elliptical
181.331227,1.020473,18.16,18.2,17.76,0.0436,irregular
182.436842,0.625805,18.41,17.47,16.99,0.0111,elliptical
180.341343,0.873329,18.53,17.99,17.57,0.0444,elliptical
180.658612,2.093739,17.93,17.65,17.49,0.0081,spiral
180.020664,1.114049,16.35,15.77,15.56,0.0099,spiral
181.379386,3.539787,17.87,17.13,16.69,0.0426,elliptical
180.732037,1.791817,17.62,16.78,16.4,0.001,elliptical
178.963275,2.22714,19.49,18.76,18.82,0.0758,spiral
178.033559,2.74778,19.77,18.93,18.76,0.0253,irregular
179.42529,4.214914,18.12,17.05,16.61,0.0105,elliptical
178.875494,2.695539,18.48,17.91,17.5,0.035,spiral
182.372197,4.37801,18.73,17.92,17.75,0.0343,spiral
180.750936,4.412413,18.03,17.55,17.08,0.0111,irregular
181.007496,1.796718,16.41,16.31,15.98,0.0163,spiral
179.058265,2.126591,17.9,17.25,17.28,0.0123,spiral
180.912559,2.811161,16.42,15.75,15.29,0.001,elliptical
177.698986,2.488412,18.77,17.98,17.89,0.0262,irregular
180.853825,3.606297,19.76,19.21,18.97,0.0476,spiral
180.252853,0.462466,17.68,16.85,16.46,0.001,spiral
177.956766,3.283233,16.91,16.11,15.53,0.015,elliptical
177.587491,-0.254977,16.85,15.76,15.19,0.001,elliptical
178.871064,-0.366958,18.93,17.66,17.13,0.0525,elliptical
178.52941,1.262405,18.57,18.14,18.01,0.0351,spiral
178.028252,3.564255,19.05,18.05,17.52,0.0408,elliptical
177.78107,3.237603,20.62,20.53,20.24,0.0446,irregular
177.667118,2.398964,16.73,16.02,15.73,0.001,spiral
182.074175,0.558572,18.01,17.08,16.97,0.0336,spiral
178.283802,2.917147,16.53,15.42,15.34,0.001,elliptical
182.420447,0.961245,19.3,19.09,18.75,0.0293,spiral
178.828428,3.979079,19.04,18.38,17.98,0.029,spiral
180.8841,1.007934,17.14,16.6,16.09,0.0043,spiral
178.206918,0.151602,16.91,15.8,15.33,0.0506,elliptical
180.885621,2.913356,18.67,17.79,17.21,0.0318,elliptical
182.458122,0.318081,18.39,17.62,17.19,0.0178,elliptical
182.050981,1.414167,15.43,14.92,14.36,0.001,elliptical
182.180883,4.203754,18.56,17.84,17.55,0.0244,spiral
178.839986,4.061041,16.35,15.27,14.66,0.001,elliptical
178.230483,3.615018,16.39,15.45,15.29,0.0083,spiral
177.584564,4.047822,16.97,16.54,16.21,0.0113,spiral
182.079072,2.014378,16.78,15.94,15.42,0.001,elliptical
179.391578,-0.058015,18.04,17.42,17.3,0.0145,spiral
182.430884,3.604245,18.31,17.91,17.61,0.0388,spiral
181.714727,1.729433,16.58,15.57,14.96,0.001,elliptical
177.853483,1.307701,17.49,16.56,16.2,0.0407,elliptical
181.481954,2.477074,22.0,21.94,21.93,0.0966,irregular
178.22156,-0.032203,17.48,16.78,16.38,0.001,spiral
179.100081,2.030223,17.6,16.79,16.58,0.0243,spiral
177.543095,-0.400135,18.88,18.54,18.15,0.0266,elliptical
181.090341,1.713469,18.31,17.52,17.32,0.0314,elliptical
178.683602,2.640152,16.22,15.88,15.55,0.0189,irregular
179.740427,1.939501,15.8,14.94,14.64,0.0016,spiral
179.929428,2.329259,18.59,17.68,17.3,0.0583,irregular
179.961835,0.461579,17.84,16.97,16.52,0.0157,elliptical
180.165276,2.657722,17.12,16.41,15.97,0.001,elliptical
179.734371,3.389925,17.51,17.15,16.82,0.0232,spiral
179.594618,2.086361,18.98,18.7,18.33,0.0087,spiral
178.727272,3.087807,18.74,17.53,17.3,0.0116,elliptical
182.44007,1.446949,16.26,15.22,14.94,0.001,elliptical
179.555636,0.671625,16.09,15.74,15.49,0.0063,spiral
178.298332,3.450416,17.65,16.85,16.59,0.001,elliptical
181.348657,3.554676,17.82,17.1,16.81,0.0493,spiral
181.987662,4.038806,17.09,16.37,16.01,0.018,spiral
178.945752,4.2613,18.19,17.83,17.24,0.0415,spiral
177.584846,4.301834,19.08,18.46,18.01,0.0412,spiral
177.566406,2.210076,16.55,15.65,15.25,0.0455,elliptical
181.325744,1.926453,16.43,15.74,15.39,0.0235,spiral
178.286019,4.31169,17.73,16.96,16.45,0.0048,elliptical
181.58911,4.394737,19.43,18.58,18.16,0.0125,elliptical
180.231238,-0.052634,18.88,18.35,17.99,0.0156,spiral
178.005828,2.615689,17.0,16.26,16.15,0.0234,spiral
181.068301,3.86839,18.39,17.59,17.32,0.0033,spiral
178.304301,3.001739,17.52,16.81,16.32,0.0156,elliptical
180.178445,1.470952,14.0,13.75,13.25,0.001,irregular
181.659708,1.5176,22.0,21.46,21.05,0.047,spiral
179.932414,1.170228,16.67,16.18,16.16,0.001,spiral
177.675796,1.115726,15.04,13.99,13.52,0.001,elliptical
179.386742,0.791134,20.37,19.83,19.43,0.0251,spiral
177.605749,1.594665,18.41,17.89,17.39,0.008,elliptical
177.761396,3.762713,17.49,16.71,16.56,0.038,spiral
182.029558,0.133186,16.73,16.13,15.84,0.0121,spiral
182.11643,2.224123,19.51,18.65,18.41,0.038,spiral
178.06823,-0.480408,21.09,20.4,20.53,0.0527,dwarf
178.256321,0.923374,18.37,17.45,17.18,0.0061,spiral
182.165965,2.687012,15.08,14.74,14.6,0.001,irregular
180.061303,1.936874,17.63,16.61,16.3,0.0175,elliptical
177.814537,0.436734,19.31,18.52,18.2,0.0302,spiral
178.27393,1.005878,15.95,15.49,15.58,0.001,spiral
182.432847,-0.220368,18.22,17.72,16.96,0.0494,spiral
180.307973,0.354069,19.3,19.04,18.79,0.0283,spiral
182.350584,-0.390091,17.77,16.98,16.53,0.0452,irregular
181.413728,4.187406,16.94,16.16,15.83,0.0194,elliptical
177.862612,3.0164,18.34,17.61,17.44,0.001,spiral
179.511302,-0.243879,17.2,16.49,15.91,0.001,elliptical
181.515853,0.267064,16.46,15.93,15.54,0.0232,spiral
178.451909,1.33361,16.66,16.0,15.5,0.001,spiral
182.056709,2.270496,19.59,19.07,18.57,0.0618,spiral
181.834107,3.969865,19.18,18.95,18.52,0.048,irregular
180.533581,0.333937,16.96,16.01,15.81,0.0068,elliptical
179.187385,-0.409595,21.22,20.44,19.99,0.0616,spiral
178.577315,0.102409,19.01,18.14,17.69,0.0021,irregular
179.250034,4.141863,21.31,20.47,20.36,0.0688,spiral
179.322832,3.718403,18.36,17.51,17.09,0.043,spiral
178.537557,2.344064,19.86,19.38,19.36,0.0356,irregular
179.447173,4.258512,17.02,16.46,16.3,0.0325,spiral
181.414618,1.713274,16.84,15.67,15.58,0.001,elliptical
179.336703,2.129733,19.7,19.87,19.86,0.0548,irregular
178.887614,4.167066,19.73,18.64,18.22,0.0306,elliptical
180.047544,2.228748,17.83,17.11,16.91,0.0173,spiral
177.687831,3.085907,15.54,14.63,14.34,0.0059,elliptical
178.449674,1.803561,19.1,18.75,18.3,0.0407,spiral
179.588543,-0.134575,18.09,17.43,17.21,0.0213,spiral
180.346151,4.103854,18.4,17.28,17.0,0.0319,dwarf
177.824496,1.828628,14.29,14.03,14.0,0.0039,spiral
178.321352,2.018597,16.77,15.9,15.5,0.0185,irregular
182.339323,3.949182,16.94,16.03,15.67,0.001,elliptical
180.64252,2.286259,18.1,17.54,17.16,0.0047,elliptical
181.250804,2.967004,20.49,20.53,20.41,0.0067,dwarf
181.784751,2.921045,19.61,19.2,19.19,0.0137,irregular
180.060443,4.203451,19.41,18.89,18.78,0.0253,spiral
179.623971,1.427763,19.06,18.07,17.83,0.0363,irregular
177.791189,0.811372,16.84,16.06,15.53,0.0214,spiral
182.206395,3.908177,17.9,16.71,16.45,0.0217,elliptical
178.130688,2.147668,18.13,17.61,17.24,0.0221,spiral
179.921066,-0.181993,15.32,14.56,14.37,0.0272,elliptical
177.705412,1.236442,18.47,17.84,17.42,0.0127,spiral
177.776799,2.190605,19.54,18.84,18.51,0.037,spiral
181.06979,4.123293,17.59,16.9,16.46,0.001,elliptical
179.912465,2.612877,17.94,17.62,17.34,0.0298,spiral
179.62186,3.07348,16.62,16.05,15.7,0.001,elliptical
177.629195,0.608897,17.17,16.27,15.85,0.0137,elliptical
181.772577,2.915878,18.78,18.1,17.79,0.0565,spiral
178.664509,3.72665,16.67,15.9,15.59,0.0174,elliptical
177.833299,4.492804,17.36,16.55,16.22,0.0376,spiral
182.008156,4.130965,17.81,17.26,16.84,0.0246,spiral
179.79971,2.534866,17.94,17.69,17.37,0.0027,spiral
180.013917,0.222182,18.41,18.22,17.94,0.0244,spiral
181.30503,3.065071,16.51,16.02,15.9,0.0102,spiral
179.28097,2.985065,15.94,15.41,15.03,0.001,elliptical
177.892549,3.90629,18.69,18.04,17.86,0.001,spiral
180.344607,3.908545,18.34,17.77,17.71,0.058,irregular
179.853505,-0.254258,17.66,16.77,16.6,0.001,spiral
181.771998,3.244995,17.5,17.01,16.68,0.0305,spiral
180.167401,2.481968,18.16,17.28,16.87,0.0228,spiral
179.041761,3.847706,17.85,17.05,16.73,0.001,elliptical
180.008496,3.127341,17.39,17.3,16.8,0.0173,spiral
178.358391,3.539157,19.67,18.67,18.43,0.0316,elliptical
180.828826,2.123362,18.31,17.47,17.19,0.0265,elliptical
179.74902,3.28178,18.67,17.77,17.46,0.001,elliptical
181.992985,3.981284,17.02,15.96,15.64,0.001,elliptical
179.589843,0.75596,17.38,16.93,16.87,0.0543,spiral
179.233594,3.232261,17.62,16.77,16.65,0.0255,irregular
178.15159,1.228135,16.6,15.88,15.37,0.0577,irregular
180.77718,0.665938,21.0,20.83,20.46,0.0084,irregular
177.863681,3.450657,19.54,18.82,18.28,0.0437,spiral
180.809302,1.277649,20.08,20.09,19.98,0.0686,irregular
179.013838,1.79673,19.14,18.42,18.03,0.037,irregular
177.992734,0.660393,17.84,16.89,16.61,0.015,elliptical
179.688907,0.653673,17.59,16.74,16.57,0.0197,spiral
179.186795,-0.051495,20.32,19.41,19.36,0.0342,dwarf
180.315822,4.218871,19.63,18.98,18.65,0.0361,spiral
180.895858,-0.129625,18.89,18.6,18.71,0.0396,dwarf
177.932288,-0.492858,18.38,17.55,17.36,0.0139,spiral
178.320318,0.925933,18.02,17.18,16.89,0.0136,elliptical
181.850125,2.680528,15.45,14.96,14.71,0.028,spiral
182.4464,-0.226275,18.93,19.05,18.58,0.0111,spiral
